"","1","2","3"
"49",0.0118831347111383,0.978173674842705,0.009943190446157
"50",0.00788468704507196,0.984609757475701,0.00750555547922735
"51",0.00733338484890567,0.985675542888089,0.00699107226300565
"52",0.00653670950945637,0.986811588307707,0.00665170218283713
"53",0.00675371906126658,0.985739600746841,0.00750668019189262
"54",0.00839076864836851,0.981374573146695,0.0102346582049364
"55",0.0111489419159134,0.973909302397029,0.0149417556870572
"56",0.017864866118622,0.953964781536259,0.0281703523451187
"57",0.0231978000356438,0.936498792811219,0.0403034071531368
"58",0.029258965051938,0.914076643017091,0.0566643919309713
"59",0.0382175529652272,0.87160479331812,0.0901776537166524
"60",0.0376980657837927,0.879627178074843,0.0826747561413647
"61",0.0436733225610347,0.850466654792194,0.105860022646772
"62",0.0488261284925804,0.821324715044683,0.129849156462736
"63",0.054185857105816,0.785459341370476,0.160354801523707
"64",0.0605657847188735,0.722624662300402,0.216809552980725
"65",0.0623346447804625,0.711032001589728,0.22663335362981
"66",0.0655084581059649,0.667753162209156,0.266738379684879
"67",0.0676884706506771,0.621822149243215,0.310489380106108
"68",0.0686913601912761,0.565172249513515,0.366136390295209
"69",0.0624866590598348,0.390891821187411,0.546621519752754
"70",0.0639284998914933,0.414664046448364,0.521407453660143
"71",0.062969810252153,0.392375387845958,0.544654801901889
"72",0.0564503503355414,0.156922282256506,0.786627367407953
"73",0.060409253970458,0.344734696272302,0.59485604975724
"74",0.056464297732337,0.302354628508273,0.64118107375939
"75",0.051667277606248,0.259710773461976,0.688621948931776
"76",0.0466169690199162,0.221371224762769,0.732011806217315
"77",0.0417593600431887,0.188730362616206,0.769510277340605
"78",0.0361907247543772,0.155235918885809,0.808573356359814
"79",0.0251758793590713,0.0991931041843254,0.875631016456603
"80",0.0259036770308435,0.101407402686077,0.872688920283079
"81",0.00911318339134105,0.0308493532924918,0.960037463316167
"82",0.00592916723330192,0.0191235267318698,0.974947306034828
"83",0.0115335688020173,0.0392774161795493,0.949189015018434
"84",0.00577116321795053,0.0183945033139535,0.975834333468096
"85",0.00815982524353126,0.0214145394938724,0.970425635262596
"86",0.00466844887446771,0.0126113743199101,0.982720176805622
"87",0.200708110032017,0.239773670014032,0.55951821995395
"88",0.00761817152525324,0.0193077781570926,0.973074050317654
"89",0.00443758281317672,0.0117572791535834,0.98380513803324
"90",0.00464256964913356,0.012361852084971,0.982995578265895
"91",0.00741182464225856,0.018655159727947,0.973933015629795
"92",0.00805888013338107,0.0202489662822424,0.971692153584377
"93",0.0103877529379797,0.0253335582784843,0.964278688783536
"94",0.0130081204478446,0.0308401007579545,0.956151778794201
"95",0.0188895909749872,0.0425518238476797,0.938558585177333
"96",0.0229166570743668,0.0501971065345896,0.926886236391044
"97",0.0299434354518429,0.0628567211047338,0.907199843443423
"98",0.0345641504499842,0.0707759829325812,0.894659866617435
"99",0.0578019258585661,0.107042747311935,0.835155326829499
"100",0.075178317191254,0.130509870403946,0.7943118124048
